PostID,Language,YearMonth,OriginalText,EnglishTranslation,Annotator1,Annotator2,FineLabel,Label3Class,Target,TargetPrimary,TargetSecondary,IncludeInAudit
POST_0937,Amharic,2020-06,Aማራነትን፡ቢመኙትም፡አይገኝም፡የፈጣሪ፡ስጦታ፡ነው፡ፈጣሪ፡ለአማራ፡ሁሉን፡ሰጥቶታል፡እረ፡አማራ፡ይኑር,[Faithful.] Amhara-ness cannot be obtained however much one wishes for it — it is a gift from the Creator. The Creator has given the Amhara everything. Long live the Amhara.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0787,Amharic,2020-06,ይሕ የጋሎች ታሪክ አሁን ኦሮሞ ነን የሚለውን ማሕበርሰብ የስነልቦና፣ የአስተሳሰብና የባሕል አስኩዋል ቁልጭ አድርጎ ያሳያል። ለዚህ ነው ፍጹም በፍቅርና በእኩልነት በተመላው ከአማራው ጋር ሊጣጣም የማይችለው። በልደቱና በአብይ መካከል ያለውን ተፈጥሮአዊ ልዩነት ተመልከቱ፤ ልደቱ በአብይ ቦታ ቢሆን ፈጽሞ አብይን ያስረዋል ተብሎ አይታሰብም።,"[Faithful.] This 'history of the [SLUR_OROMO]s' clearly shows the psychological, intellectual and cultural makeup of the society now calling itself Oromo. That is why it can never harmonize, in full love and equality, with the Amhara. Look at the natural difference between Lidetu and Abiy — it is unthinkable that Lidetu, in Abiy's place, would imprison Abiy.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0083,Amharic,2020-06,የእነሱ መስጊድ በከተማው መሀል መገንባት አደጋ ነው,Building their mosque in the middle of the city is dangerous,Hate speech,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0287,Amharic,2020-06,የሙስሊሞች ተከታዮች በጅማ ላይ ፕሮግራም እንዲያደርጉ ፈቃድ ጠየቁ,Muslims requested permission to hold a program in Jimma,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0280,Amharic,2020-06,በድሬዳዋ ላይ የህዝብ ቦታ አጠቃቀም ላይ መግለጫ ተሰጥቷል,A statement on the use of public spaces was issued in Dire Dawa,Neutral,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0162,Amharic,2020-06,[SLUR_OROMO]ዎች በህዝብ ቦታ ላይ እንኳን ሊታዩ አይገባም,the [SLUR_OROMO] should not even be seen in public spaces,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0275,Amharic,2020-06,ስለ ሃይማኖት ፕሮግራሞች እና የከተማ ትራፊክ ውይይት ተካሂዷል,A discussion was held about religious programs and city traffic,Neutral,Neutral,Neutral,Neutral,,,,True
POST_0260,Afan Oromo,2020-07,'ወያኔ' yookaan '[SLUR_TIGRAY]' jechuun namoota moggaasuun hin barbaachisu,There is no need to label people 'Weyane' or '[SLUR_TIGRAY]',Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0201,Afan Oromo,2020-07,warra Oromoo nagaa Shaashamannee ni mancaasu,the Oromos destroy the peace of Shaashamannee,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0869,Amharic,2020-07,መታገል በመጣበት መንገድ መጋፈጥ ብቻ ነው ሰላም ሊያመጣ የሚችለው መደራጀት መሰልጠን መታጠቅ ህፃን ሽማግሌ አይልም ፋኖን መቀላቀል ብቻ መዳኛው አንድ ብቻ ነው የህልውና ትግል,"[Faithful.] Only confronting [the fight] in the manner it came — by organizing, training, arming — can bring peace. It spares neither child nor elder. Joining Fano is the one and only salvation. It is a struggle for existence.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0832,Afan Oromo,2020-07,Nuti ilmaan oromoo dhagaa darbachuu diina irratti kan dhiisneef amaanaa abdii fi abdii waan sirraa qabnuuf malee har'a diinni waa'ee finffinee afaan guutee nu hin mormitu naafxanyoonni har'a wonti dubbii kee jibbanii si arrabsaniif waan dhugaa oromoo mil.50 ati dubbattuuf kanaaf tiim lammaan fa'a akka qabsoo qeeroo dhagaa gubbatti hin naqnee duubaa isaan dhiibuu qabda,"[Condensed, faithful.] We sons of the Oromo stopped throwing stones at the enemy only because we hold a trust and hope in you [the leader]; otherwise the enemy wouldn't dare oppose us about Finfinne so boldly today. The reason the Neftegna hate your words and insult you is that you speak the truth of 50 million Oromo. So you, Team Lemma and the others, must not pour water on the Qeerroo struggle but push it from behind.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0230,Amharic,2020-07,በሃይማኖት ስም የህዝብ ቦታ መከፋፈል አይገባም,Public spaces should not be divided in the name of religion,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0278,Amharic,2020-07,በአዳማ ላይ የኦርቶዶክስ ዝግጅት ተካሂዷል,A Orthodox Christians event was held in Adama,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0578,Afan Oromo,2020-07,Kootte duudaan naafxaanyaa,[PROVISIONAL] The thick/'deaf' Neftegna. (terse insult; lit. ~ 'hoof-deaf Neftegna'.),Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0120,Amharic,2020-07,[SLUR_TIGRAY]ዎች ከመንግስት ቢሮዎች ሁሉ መውጣት አለባቸው,the [SLUR_TIGRAY] should be removed from all government offices,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0191,Afan Oromo,2020-07,warra Amaaraa dhibee kana babal'isu,the Amharas spread this disease,Hate speech,Hate speech,Hate speech,Hate,Health/Ethnicity,Health,Ethnicity,True
POST_0571,Afan Oromo,2020-07,Siirnii Naafxaanyaa Nama mitii Biineesa mukaa oromiya kesatuu Biliisumaa isatiin jirachuu dhowwee biyyaa tena kesaa balesee oromo quba qabadhuu tetee wontii Atii eyduu hin jiruu ????,"The Neftegna system is not human — it is a wild beast; within Oromia it has denied [us] living in freedom, ruined our country, and [still] points fingers at the Oromo while sitting [there] — you have no right at all ????",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0805,Amharic,2020-07,አማራ ነን ነባር ህዝቦች ባለ ታሪክ ባለ ገድል ጊዜ አቅንቶን የማንበድል ዘመን ገፍቶን የማንጎድል ከአገር በፊት አገር የሆንን የኢትዮጵያ መሥራች ህዝቦች ከአገር ዘርፈን የማንከብር ቅርስ አውድመን የማንለማ ደግ ጭዋ ኩሩ ህዝቦች ባለ ራዕይ ባለ አላማ,"[Faithful.] We are Amhara — native peoples, with history and valour; who do no wrong even when the times favour us, who fall short of nothing even when the era presses us; who became a nation before the nation, the founding peoples of Ethiopia; who do not enrich ourselves by looting the country nor develop by destroying heritage — kind, gentle, proud peoples, with vision and purpose.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0089,Amharic,2020-07,እነዚህ አማኞች በህዝብ መንገዶች ላይ ስርዓት ሊኖራቸው አይገባም,These believers should have no place organizing on public roads,Hate speech,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0203,Afan Oromo,2020-07,Woyyaanee nagaa Shaashamannee ni mancaasu,the Weyane destroy the peace of Shaashamannee,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0293,Amharic,2020-07,የDire Dawa ካውንስል ስለ አደባባይ ፈቃድ ስብሰባ አደረገ,The Dire Dawa council held a meeting on public-square permits,Neutral,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0291,Amharic,2020-07,በአዲስ አበባ ላይ የሙስሊሞች ዝግጅት ተካሂዷል,A Muslims event was held in Addis Ababa,Neutral,Neutral,Neutral,Neutral,Religion/Public space,Religion,Public space,True
POST_0638,Amharic,2020-08,እኛ ፡ ኦሮሞዎች ፡ በቁማችን ፡ ሞተናል ፡ ታግለናል። በጠም ፡ አሳዛኝ ፡ ታሪክ ፡ ነዉ። OMN thank you for the documentary. You should make very long documentary supported by witnesses and other material evidences. Let the new generation of Oromia know that how Oromos repatriated from the center If Finfina to Oromia. We should unite not to happen again in our time this ugly displacement,"(Amharic) We Oromos have died on our feet; we have struggled. It is a very sad history. (English) OMN, thank you for the documentary. You should make a very long documentary supported by witnesses and material evidence. Let the new generation of Oromia know how Oromos were [expelled/repatriated] from the center of Finfinne to Oromia. We should unite so this ugly displacement never happens again in our time.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0330,Amharic,2020-08,‘[SLUR_OROMO]’ የሚለው ቃል በዚህ ፖስት ውስጥ ፖለቲካዊ ነው ወይስ ጥላቻ?,Is the term ‘[SLUR_OROMO]’ in this post political or hateful?,Ambiguous,Ambiguous,Ambiguous,,Ethnicity/Politics,Ethnicity,Politics,False
POST_0681,Amharic,2020-08,አማራ ጠል ኢትዮጵያ ልትኖር አይገባም አማራ እኩል ኢትዮጵያዊ ነው የምትለዋ ኢትዮጵያ ግን ትቀጥላለች,An Amhara-hating Ethiopia ought not to exist; but the Ethiopia that holds the Amhara to be an equal Ethiopian will endure.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0168,Amharic,2020-08,አማራዎች ለBahir Dar ሰላም አደጋ ናቸው,the Amharas are a threat to peace in Bahir Dar,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0425,Afan Oromo,2020-08,Konkolaataan bulchiinsaa Dirree Dhawaa keessatti hiriira bakka uummataa seera tokko jalatti bulchuu qaba,The administration in Dirree Dhawaa should manage public-space rallies under one rule,Political speech,Political speech,Political speech,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0055,Amharic,2020-08,በመስጊድና በቤተ ክርስቲያን ዙሪያ የሚፈጠር ግጭት በውይይት መፍታት ይገባል,Conflict around mosques and churches should be resolved through dialogue,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0983,Amharic,2020-08,* [SLUR_OROMO] እና ውሻ ቤተክርስትያን አይገባም,[SLUR_OROMO] and dogs do not enter the church.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0460,Amharic,2020-08,በሻሸመኔ ላይ ይህ መልእክት የሀይማኖት ጥያቄ ነው ወይስ የህግ ጉዳይ?,"In Shashemene, is this a religious issue or a legal one?",Ambiguous,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_0206,Afan Oromo,2020-08,warra Oromoo bakka uummataa keessaa ari'amuu qabu,the Oromos should be driven out of public spaces,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0200,Afan Oromo,2020-08,Woyyaanee nagaa Dirree Dhawaa ni mancaasu,the Weyane destroy the peace of Dirree Dhawaa,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0071,Amharic,2020-08,የሙስሊሞች ጸሎት በህዝብ ቦታ ላይ መካሄዱ ሕጋዊ መመሪያ ያስፈልገዋል,Muslim prayer in public spaces requires clear legal guidance,Ambiguous,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_0868,Amharic,2020-08,ጉራ ብቻ። ይህቺን ነገር ማስቆም ያልቻላችሁት ነው ቄሮን ይዜን ኦሮሚያ የምትባል ነፃ ሃገር መመስረት እንችል ነበር ብለህ ስትፎክር የነበርከው። የትናንቱ ኮንዶ እደላ የሚያሳየው አንድ ፡ ጀዋር በዚህ በነፍጠኛው መንግስት ዘንድ ተሰሚነት እና ቦታ የለሌው ሰው መሆኑን እና ይሄ በከንቱ የሚትመኩበት መንግስታችሁ ከናንተ መብት እና ጥቅም ይልቅ ነፍጠኞቹን ላለማስቀየም ሌት ከቀን የሚባዝን የጨቅላዎች መሰባሰብያ መሆኑን ያሳያል። እስቲ ያንን ጨቅላ ጠ/ሚኒስቲር አ.አ የማናት ብላችሁ ጠይቁትስት ። መቼም የኦሮሞ ነው ብሎ ሃቅ ከመናገር ይልቅ ሞቱን እንደምመርጥ እርግጠኛ ነኝ። ምክኒያቱም ልብ የለውም። ልቡን ነፍጠኞች በልተውበታል።,"[Condensed, faithful.] 'Just bluster.' Mocks those who boasted 'we could take the Qeerroo and found a free country called Oromia' yet couldn't stop 'this thing.' Says yesterday's condo distribution shows two things: that Jawar is a man with no standing or place before this 'Neftegna government,' and that the government they vainly rely on is 'a gathering of infants' that runs day and night to avoid offending the Neftegna rather than protect Oromo rights. Dares them to ask 'that infant Prime Minister' whose Addis Ababa is — predicting he'd choose death over admitting it's the Oromo's, 'because he has no heart; the Neftegna ate his heart.'",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0318,Afan Oromo,2020-08,Shaashamannee keessatti duulli vaaksinii COVID itti fufe,The COVID vaccination campaign continued in Shaashamannee,Neutral,Neutral,Neutral,Neutral,Health,Health,,True
POST_0512,Afan Oromo,2020-08,"Kan akka keessani kun  ummaata oromoo  bakka hin bu'u, yoo qomcee  gammachiisu barbaade jarra afooti of hin hudhu","People like you do not represent the Oromo people. If [all] you want is to please [your patron], folks — don't go strangling yourselves with your own mouths.",Ambiguous,Ambiguous,Neutral,Neutral,Ethnicity/Politics,Ethnicity,Politics,True
POST_0323,Amharic,2020-08,ይህ ሰው ኦሮሞዎችን እያገለገለ ነው ወይስ እየወቀሰ?,Is this person defending Oromos or attacking them?,Ambiguous,Ambiguous,Ambiguous,,Ethnicity,Ethnicity,,False
POST_0808,Amharic,2020-08,የአማራ ደም የሚፈሰው በማንነቱ ነው አማራ ታርኩን ያድሳል እንደ አለቀሰን አንቀርም ጠላቶቻችን የሚቀበሩበት እዝው አዲስ አበባ ነው የጋዳፊን እጣ ፈንታ እናያዋለን,[Faithful.] The Amhara's blood is shed because of his identity. The Amhara will renew his history; we will not remain merely weeping. The place where our enemies will be buried is right there — Addis Ababa. We will see them meet Gaddafi's fate.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0843,Afan Oromo,2020-08,"Yoo motumman ummata oromottif quqqamu jiraatee, yoo biyya kana fundurattii tarkanfachisuu barbadan, ummata dhagefachu, hayyota dhagefachu dirqama. Yoo akuma durii manabaan lafaa ka'annii hojii hojjatan ta'ee rakko dha, hanguma feedheyyu yoo misooma ta'ee rakko hin furu, kanaaf Motumman waan uumannii gaafatuu beekannii duraa dubaan debbisaa deemuu qabu, ykn ammas carra kana fayyadamu dadhabuu isaanittii lubbuu qalii kafalamee bishaan itti naquu isaanii akka beekan gochun barbaachisaa","[Condensed, faithful.] Argues that if there were a government that truly cared for the Oromo and wanted to move the country forward, it would be obliged to listen to the people and to scholars. Governing from a 'high horse' as before is a problem, and no amount of 'development' will solve it that way. So the government must learn what the people demand and engage back and forth with them — or else it should know that, by failing to use this chance, it is pouring water on [nullifying] the lives already sacrificed.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
